White,Black,WhiteElo,BlackElo,Result,TimeControl,ECO,PlyCount,Date
krell,kerimli,1669,1781,0-1,180+0,D00,66,2025.05.29
Sirena,dominospizza,1558,1696,0-1,180+0,A21,116,2025.05.29
igor,ytunde,1586,1701,0-1,300+0,E61,126,2025.05.29
saratustra,RookNRoll,1410,1462,1-0,300+0,B20,85,2025.05.29
defensamaya,Centerman,1492,1706,0-1,180+0,A00,134,2025.05.29
IjonTichy,dutchandanna,1610,1745,0-1,0+1,B00,38,2025.05.29
rusalka,tuvo,1169,1318,0-1,120+12,C41,36,2025.05.29
dutchandanna,IjonTichy,1738,1615,1-0,0+1,A00,35,2025.05.29
suleim,LexB,1564,1789,1-0,180+0,B00,89,2025.05.29
talshand,Downtube,2318,1686,1-0,300+0,A83,33,2025.05.29
IjonTichy,dutchandanna,1604,1754,1-0,0+1,B00,29,2025.05.29
rvs,theprof,1581,1734,0-1,180+0,C00,98,2025.05.29
FZi,ervenperlasangler,1835,1634,1-0,180+0,A45,57,2025.05.29
dutchandanna,IjonTichy,1747,1609,1-0,0+1,A00,37,2025.05.29
PinkFloydWall,BurntPancakes,1620,1768,1-0,180+0,B02,79,2025.05.29
Aromas,konozrout,2063,2300,0-1,900+0,B20,65,2025.05.29
algra,hastrman,1318,1627,1-0,120+12,C50,121,2025.05.29
kerimli,Rochester,1783,2147,0-1,180+0,B01,56,2025.05.29
amatovic,walpurti,1769,2097,0-1,300+0,A36,66,2025.05.29
ricardotassinari,cassiorsi,1553,1620,0-1,180+0,B01,54,2025.05.29
IjonTichy,dutchandanna,1597,1764,1-0,0+1,C00,35,2025.05.29
dominospizza,turkeyboy,1704,1710,0-1,180+0,A00,88,2025.05.29
dutchandanna,IjonTichy,1782,1585,0-1,0+1,A00,50,2025.05.29
GussieFinkNottle,Qidel,1539,1475,1-0,180+0,C20,63,2025.05.29
inemuri,Algwynn,1248,1381,1-0,300+0,A00,51,2025.05.29
IjonTichy,dutchandanna,1572,1802,1-0,0+1,B00,49,2025.05.29
Centerman,defensamaya,1702,1496,1-0,180+0,B07,49,2025.05.29
tuvo,rusalka,1321,1166,1/2-1/2,120+12,D01,84,2025.05.29
CeruleanJS,venazvz,1988,1772,1-0,300+0,C34,75,2025.05.29
cassiorsi,ricardotassinari,1613,1560,1-0,180+0,A00,107,2025.05.29
dutchandanna,IjonTichy,1823,1559,0-1,0+1,A00,62,2025.05.29
meroramadan,stewarty,1894,1853,0-1,1200+0,D91,114,2025.05.29
Algwynn,inemuri,1376,1253,1-0,300+0,B00,53,2025.05.29
Dagg,FZi,1394,1834,0-1,180+0,D02,92,2025.05.29
LexB,suleim,1785,1568,1-0,180+0,C50,69,2025.05.29
theprof,rvs,1729,1586,1-0,180+0,B07,65,2025.05.29
defensamaya,Centerman,1483,1715,1-0,180+0,A00,81,2025.05.29
IjonTichy,dutchandanna,1545,1845,1-0,0+1,B00,51,2025.05.29
Troublemixer,PinkFloydWall,1289,1618,0-1,180+0,C28,48,2025.05.29
RookNRoll,saratustra,1455,1417,1-0,300+0,D00,81,2025.05.29
walpurti,chesspickle,2089,2089,1-0,300+0,D37,59,2025.05.29
GriffyJr,amatovic,2005,1772,1-0,300+0,C42,35,2025.05.29
Sirena,hoosierdog,1549,1604,1-0,180+0,A34,65,2025.05.29
dutchandanna,IjonTichy,1841,1548,1-0,0+1,A00,97,2025.05.29
inemuri,Algwynn,1242,1387,1-0,300+0,A04,67,2025.05.29
ytunde,igor,1695,1592,1-0,300+0,D31,79,2025.05.29
Qidel,GussieFinkNottle,1465,1549,1-0,180+0,C42,41,2025.05.29
Albanianmaster,Zoomy,1633,1574,0-1,180+0,A00,68,2025.05.29
amatovic,scalaQueen,1780,1778,0-1,180+0,A25,90,2025.05.29
ricardotassinari,cassiorsi,1567,1606,0-1,180+0,B01,64,2025.05.29
iallip,Sirena,1687,1538,0-1,180+0,B30,110,2025.05.29
Hugoclorinda,hejkal,1763,1788,1-0,900+0,B12,105,2025.05.29
rvs,theprof,1591,1724,0-1,180+0,C00,98,2025.05.29
kamenozrout,venazvz,1919,1777,1-0,300+0,B80,37,2025.05.29
uloseiwin,FZi,1760,1828,0-1,180+0,D00,140,2025.05.29
suleim,LexB,1555,1798,1-0,180+0,B00,53,2025.05.29
Centerman,defensamaya,1712,1486,1-0,180+0,B07,69,2025.05.29
GussieFinkNottle,Qidel,1543,1471,1-0,180+0,C20,81,2025.05.29
Algwynn,inemuri,1382,1247,1-0,300+0,B00,59,2025.05.29
venazvz,kamenozrout,1774,1922,1/2-1/2,300+0,B13,77,2025.05.29
claytondfour,QJK,1603,1640,1-0,180+0,A40,101,2025.05.29
Zoomy,Albanianmaster,1564,1643,1-0,180+0,B00,59,2025.05.29
RookNRoll,Dagg,1465,1384,0-1,240+12,D00,58,2025.05.29
scalaQueen,amatovic,1770,1788,1-0,180+0,C29,71,2025.05.29
yellowviper,callipygian,1638,1720,1-0,180+0,A48,27,2025.05.29
inemuri,Algwynn,1236,1393,1-0,300+0,A00,99,2025.05.29
callipygian,yellowviper,1722,1636,1/2-1/2,180+0,D00,32,2025.05.29
yellowviper,callipygian,1626,1732,1-0,180+0,A48,27,2025.05.29
callipygian,yellowviper,1734,1624,1/2-1/2,180+0,D00,32,2025.05.29
rvs,SereneThought,1583,1597,1-0,180+0,B01,77,2025.05.29
yellowviper,callipygian,1613,1745,1-0,180+0,A48,27,2025.05.29
FZi,uloseiwin,1821,1767,1-0,180+0,D00,65,2025.05.29
GotreksAxe,Centerman,1762,1703,0-1,180+0,A02,66,2025.05.29
LexB,yellowviper,1794,1617,1-0,180+0,B00,31,2025.05.29
igor,ytunde,1598,1689,0-1,300+0,B28,104,2025.05.29
Qidel,GussieFinkNottle,1478,1536,0-1,180+0,C43,56,2025.05.29
SugarChicken,AJAddison,1244,1317,0-1,120+12,A21,20,2025.05.29
rusalka,tuvo,1171,1316,0-1,120+12,D20,52,2025.05.29
Albanianmaster,Zoomy,1636,1571,1-0,180+0,A00,45,2025.05.29
amatovic,zackb,1780,1784,1-0,120+2,A13,83,2025.05.29
QJK,claytondfour,1632,1611,1-0,180+0,A00,85,2025.05.29
yellowviper,LexB,1621,1790,0-1,180+0,A04,42,2025.05.29
ShallowPurple,LWRoad,1656,1497,1/2-1/2,300+0,A40,64,2025.05.29
Trasimene,suleim,1746,1559,1-0,180+0,A80,67,2025.05.29
callipygian,giljohn,1753,1771,0-1,180+0,D00,44,2025.05.29
Tirado,FZi,2007,1825,1-0,180+0,B01,77,2025.05.29
AlfilNegro,ricardotassinari,1390,1563,0-1,180+0,D00,12,2025.05.29
DonTBeadick,borodin,1703,1516,1-0,900+0,C23,93,2025.05.29
Algwynn,inemuri,1388,1241,1-0,300+0,B00,39,2025.05.29
kamenozrout,venazvz,1934,1762,0-1,300+0,B22,116,2025.05.29
Zoomy,Albanianmaster,1578,1629,0-1,180+0,B00,74,2025.05.29
giljohn,callipygian,1780,1744,0-1,180+0,C30,64,2025.05.29
LexB,yellowviper,1785,1626,1-0,180+0,C00,41,2025.05.29
Centerman,SereneThought,1697,1603,1-0,180+0,D00,67,2025.05.29
inemuri,Algwynn,1229,1400,1-0,300+0,A00,83,2025.05.29
Dagg,patriotscout,1372,1540,1-0,300+0,A40,97,2025.05.29
third,johnlivelong,1404,2025,0-1,600+0,A40,122,2025.05.29
claytondfour,QJK,1619,1624,0-1,180+0,A40,82,2025.05.29
callipygian,AlfilNegro,1742,1392,1-0,180+0,B06,57,2025.05.29
suleim,Trasimene,1563,1742,0-1,180+0,C23,82,2025.05.29
yellowviper,scalaQueen,1631,1765,0-1,180+0,A80,108,2025.05.29
Qidel,LexB,1480,1783,0-1,180+0,B00,64,2025.05.29
zackb,amatovic,1776,1788,1-0,120+2,A00,65,2025.05.29
Koosals,venugopal,1904,1862,0-1,900+0,A40,64,2025.05.29
RookNRoll,fjgold,1826,1817,1-0,900+0,D00,101,2025.05.29
AlfilNegro,callipygian,1394,1740,0-1,180+0,A40,58,2025.05.29
ShallowPurple,giljohn,1662,1774,0-1,300+0,B80,60,2025.05.29
gelgel,dutchandanna,1643,1809,0-1,180+0,A40,114,2025.05.29
tuvo,rusalka,1311,1176,1-0,120+12,D01,89,2025.05.29
Albanianmaster,Zoomy,1622,1585,1-0,180+0,A00,61,2025.05.29
maskarado,gtboyyy,1727,1766,0-1,180+0,A00,84,2025.05.29
callipygian,AlfilNegro,1738,1396,1-0,180+0,B06,27,2025.05.29
SereneThought,Centerman,1609,1691,0-1,180+0,B21,56,2025.05.29
AlfilNegro,inemuri,1396,1588,0-1,120+0,A40,66,2025.05.29
ytunde,igor,1683,1604,1-0,300+0,D31,89,2025.05.29
LWRoad,scalaQueen,1500,1762,0-1,180+0,A06,52,2025.05.29
Trasimene,suleim,1738,1567,1-0,180+0,D00,75,2025.05.29
arganthonius,brunftbert,1489,1590,1-0,180+3,B01,47,2025.05.29
LexB,Qidel,1781,1482,1-0,180+0,C48,75,2025.05.29
venazvz,kamenozrout,1750,1946,1-0,300+0,A46,115,2025.05.29
Zoomy,sirschaap,1592,1628,0-1,180+0,B01,54,2025.05.29
amatovic,CeruleanJS,1775,2001,1-0,300+0,A13,153,2025.05.29
konozrout,Aromas,2296,2066,1-0,900+0,B25,75,2025.05.29
giljohn,ShallowPurple,1768,1668,1-0,300+0,C34,143,2025.05.29
gtboyyy,maskarado,1775,1718,0-1,180+0,A10,62,2025.05.29
callipygian,yellowviper,1740,1629,1/2-1/2,180+0,D00,32,2025.05.29
patc,dutchandanna,1672,1804,0-1,180+0,A40,114,2025.05.29
yellowviper,zackb,1634,1771,0-1,120+2,A04,76,2025.05.29
LWRoad,ImgonnaMateYou,1506,1589,0-1,300+0,A06,94,2025.05.29
suleim,Trasimene,1572,1733,0-1,180+0,C34,104,2025.05.29
meroramadan,stewarty,1887,1860,1-0,1200+0,D91,121,2025.05.29
Qidel,LexB,1468,1795,1-0,180+0,B00,85,2025.05.29
loveflyfishing,Zoomy,1539,1585,0-1,180+0,A01,58,2025.05.29
maskarado,gtboyyy,1725,1768,0-1,180+0,A00,80,2025.05.29
igor,ytunde,1611,1676,0-1,300+0,B28,58,2025.05.29
claytondfour,ErrareHumanumEst,1624,1778,0-1,180+0,D00,90,2025.05.29
kamenozrout,venazvz,1942,1754,1-0,300+0,A35,81,2025.05.29
venugopal,Koosals,1853,1913,1-0,900+0,D00,61,2025.05.29
ImgonnaMateYou,LWRoad,1599,1496,0-1,300+0,D00,68,2025.05.29
Zoomy,lightsabre,1579,1487,1-0,180+0,A06,97,2025.05.29
SereneThought,suleim,1618,1563,0-1,300+0,C44,72,2025.05.29
scalaQueen,amatovic,1753,1784,1-0,180+0,E90,67,2025.05.29
ytunde,igor,1669,1618,1-0,300+0,D31,47,2025.05.29
uloseiwin,LexB,1775,1787,0-1,180+0,B00,40,2025.05.29
hejkal,tuvo,1488,1315,1-0,120+12,D20,49,2025.05.29
gtboyyy,maskarado,1777,1716,0-1,180+0,A26,52,2025.05.29
Rochester,Tirado,2163,1995,0-1,180+0,B20,150,2025.05.29
hastrman,MZaiser,2039,2124,1/2-1/2,900+0,B35,121,2025.05.29
ShallowPurple,giljohn,1657,1779,1-0,300+0,B81,89,2025.05.29
igor,ytunde,1625,1662,0-1,300+0,B20,70,2025.05.29
LexB,zackb,1796,1762,0-1,180+0,B00,66,2025.05.29
maskarado,gtboyyy,1706,1787,1-0,180+0,B50,61,2025.05.29
LWRoad,ImgonnaMateYou,1485,1610,1-0,300+0,A06,35,2025.05.29
rusalka,TicTakk,1166,1248,1-0,120+12,A40,89,2025.05.29
venazvz,kamenozrout,1742,1954,1-0,300+0,B02,143,2025.05.29
Zoomy,saltygrape,1589,1480,0-1,180+0,B01,62,2025.05.29
Antoniozafra,RookNRoll,1439,1457,0-1,300+5,B23,97,2025.05.29
amatovic,uloseiwin,1793,1766,0-1,180+0,A20,64,2025.05.29
Sirena,dutchandanna,1541,1801,0-1,180+0,A10,68,2025.05.29
krell,BurntPancakes,1675,1762,0-1,180+0,B13,114,2025.05.29
ImgonnaMateYou,claytondfour,1601,1633,1-0,180+0,D00,109,2025.05.29
Aromas,konozrout,2070,2292,0-1,900+0,D35,50,2025.05.29
tuvo,hejkal,1319,1484,0-1,120+12,D00,56,2025.05.29
episodeninetynine,arganthonius,1156,1487,0-1,120+5,D01,72,2025.05.29
Tirado,Duhless,2004,1969,0-1,180+0,C57,42,2025.05.29
gtboyyy,maskarado,1781,1712,1-0,180+0,A34,85,2025.05.29
ytunde,igor,1655,1632,1-0,300+0,C41,57,2025.05.29
uloseiwin,amatovic,1774,1785,0-1,180+0,A45,56,2025.05.29
zackb,LexB,1770,1788,0-1,180+0,A01,52,2025.05.29
suleim,SereneThought,1570,1611,0-1,300+0,A06,56,2025.05.29
svevid,patriotscout,1538,1532,0-1,300+0,A40,38,2025.05.29
amatovic,uloseiwin,1794,1765,0-1,180+0,A20,72,2025.05.29
claytondfour,ImgonnaMateYou,1642,1592,0-1,180+0,D00,94,2025.05.29
igor,ytunde,1631,1656,1/2-1/2,300+0,B20,71,2025.05.29
CeruleanJS,rugs,1999,1699,1-0,300+0,A01,57,2025.05.29
kamenozrout,venazvz,1958,1738,1/2-1/2,300+0,B85,115,2025.05.29
giljohn,ShallowPurple,1782,1654,1/2-1/2,300+0,B90,106,2025.05.29
borodin,HbbTsche,1520,1740,0-1,900+0,C55,44,2025.05.29
zackb,yellowviper,1773,1631,1/2-1/2,120+2,A00,125,2025.05.29
ErrareHumanumEst,krell,1789,1664,0-1,180+0,B02,60,2025.05.29
ricardotassinari,chopinscherzo,1561,1244,1-0,180+0,C00,83,2025.05.29
maskarado,gtboyyy,1719,1774,0-1,180+0,B50,76,2025.05.29
saltygrape,svevid,1470,1548,1-0,300+0,B21,21,2025.05.29
patriotscout,saltygrape,1542,1460,0-1,180+0,C62,46,2025.05.29
uloseiwin,amatovic,1773,1786,0-1,180+0,C48,58,2025.05.29
admnoite,suleim,1546,1562,0-1,180+0,D00,62,2025.05.29
saltygrape,callipygian,1463,1737,0-1,180+0,A00,70,2025.05.29
Antoniozafra,RookNRoll,1447,1449,0-1,300+5,B23,88,2025.05.29
Sirena,ImgonnaMateYou,1548,1585,0-1,180+0,A10,88,2025.05.29
lightsabre,claytondfour,1492,1637,0-1,180+0,D02,36,2025.05.29
avargasg,tollfree,1342,1469,0-1,300+0,B34,50,2025.05.29
amatovic,konozrout,1789,2057,0-1,300+0,A29,42,2025.05.29
DonTBeadick,patc,1349,1686,1-0,180+0,B20,61,2025.05.29
gtboyyy,maskarado,1767,1726,1-0,180+0,A24,79,2025.05.29
ytunde,igor,1648,1639,1-0,300+0,C41,91,2025.05.29
walpurti,rugs,2087,1701,1-0,300+0,A40,83,2025.05.29
venazvz,kamenozrout,1733,1963,1/2-1/2,300+0,B13,137,2025.05.29
dutchandanna,uloseiwin,1810,1764,0-1,180+0,A00,82,2025.05.29
loveflyfishing,patriotscout,1547,1534,0-1,180+0,A01,78,2025.05.29
suleim,admnoite,1571,1537,0-1,180+0,B00,60,2025.05.29
konozrout,amatovic,2054,1792,1-0,300+0,C33,45,2025.05.29
uloseiwin,dutchandanna,1763,1811,1/2-1/2,180+0,A40,134,2025.05.29
scalaQueen,saltygrape,1750,1466,1-0,180+0,E28,119,2025.05.29
maskarado,gtboyyy,1733,1760,0-1,180+0,B50,74,2025.05.29
ShallowPurple,giljohn,1643,1793,1-0,300+0,B81,87,2025.05.29
claytondfour,samdomagala,1632,1492,1-0,180+0,B00,73,2025.05.29
zaragoza,Sirena,1614,1538,0-1,180+0,B30,118,2025.05.29
DonTBeadick,episodeninetynine,1345,1160,1-0,120+5,C28,31,2025.05.29
meroramadan,stewarty,1888,1859,1/2-1/2,1200+0,B00,96,2025.05.29
igor,ytunde,1630,1657,1-0,300+0,B20,55,2025.05.29
amatovic,konozrout,1787,2059,1/2-1/2,300+0,A36,104,2025.05.29
Trasimene,suleim,1728,1576,1-0,180+0,A45,109,2025.05.29
tollfree,baalzebul,1478,1428,0-1,300+0,A48,88,2025.05.29
arganthonius,rusalka,1509,1306,0-1,120+1,C01,110,2025.05.29
Albanianmaster,loveflyfishing,1632,1537,0-1,180+1,A00,0,2025.05.29
astalaveesta,hastrman,1269,1625,0-1,120+12,C68,63,2025.05.29
fatalfred,Ghastly,1413,1497,0-1,180+0,A43,56,2025.05.29
MZaiser,walpurti,2116,2130,1-0,900+0,B14,98,2025.05.29
svevid,tacneno,1545,1267,1-0,300+0,D20,61,2025.05.29
hejkal,RookNRoll,1476,1457,1-0,120+12,D00,61,2025.05.29
ytunde,igor,1649,1638,1-0,300+0,D31,101,2025.05.29
NADIMMM,episodeninetynine,1328,1164,1-0,120+5,C20,49,2025.05.29
patc,Sirena,1698,1526,0-1,180+0,A43,46,2025.05.29
saltygrape,callipygian,1469,1734,0-1,180+0,B01,104,2025.05.29
gtboyyy,Gendalf,1753,1687,1-0,180+0,A13,71,2025.05.29
suleim,Trasimene,1581,1723,0-1,180+0,C23,76,2025.05.29
Anmelus,lorenzolotto,1595,1784,0-1,180+0,A00,112,2025.05.29
rusalka,arganthonius,1310,1505,0-1,120+1,B01,36,2025.05.29
antvrs,ShallowPurple,1908,1882,0-1,900+0,C25,74,2025.05.29
Ghastly,zaragoza,1486,1625,1-0,180+0,D53,143,2025.05.29
konozrout,amatovic,2056,1790,1-0,300+0,E82,79,2025.05.29
Cloudmery,exeComp,2526,2708,0-1,900+5,B42,148,2025.05.29
giljohn,scalaQueen,1786,1757,1-0,180+0,C37,101,2025.05.29
borodin,patriotscout,1524,1725,0-1,900+0,C00,88,2025.05.29
callipygian,saltygrape,1731,1472,1-0,180+0,A40,71,2025.05.29
arganthonius,rusalka,1501,1314,1-0,120+1,B22,27,2025.05.29
rugs,CeruleanJS,1704,1996,0-1,300+0,A40,62,2025.05.29
kamenozrout,Aromas,2187,2076,1-0,900+0,A52,91,2025.05.29
episodeninetynine,NADIMMM,1169,1323,0-1,120+5,D00,74,2025.05.29
saltygrape,callipygian,1475,1728,0-1,180+0,A00,8,2025.05.29
callipygian,astalaveesta,1727,1270,1-0,180+0,D00,71,2025.05.29
Trasimene,suleim,1718,1586,1-0,180+0,A45,91,2025.05.29
Gendalf,gtboyyy,1694,1746,0-1,180+0,B84,80,2025.05.29
chopinscherzo,tollfree,1231,1491,1-0,300+0,B22,69,2025.05.29
lorenzolotto,Anmelus,1780,1599,1-0,180+0,A04,71,2025.05.29
scalaQueen,giljohn,1765,1778,0-1,180+0,D21,134,2025.05.29
Sirena,lightsabre,1518,1500,1-0,180+0,A10,45,2025.05.29
UGAFootball,fatalfred,1710,1416,1-0,180+0,D00,93,2025.05.29
astalaveesta,morlok,1275,1414,0-1,180+0,B22,53,2025.05.29
zaragoza,Ghastly,1628,1483,1/2-1/2,180+0,B30,23,2025.05.29
meroramadan,stewarty,1897,1850,0-1,1200+0,D91,56,2025.05.29
BEEB,Nenegomez,1122,1288,1-0,300+5,A40,121,2025.05.29
rusalka,Squonk,1172,1268,0-1,120+12,A40,90,2025.05.29
lightsabre,jebakanbatman,1505,1646,0-1,180+0,A43,68,2025.05.29
gtboyyy,Gendalf,1739,1701,1-0,180+0,A13,53,2025.05.29
amatovic,Maurian(FM),1793,2063,0-1,180+0,A25,86,2025.05.29
NADIMMM,episodeninetynine,1318,1174,1-0,120+5,C20,33,2025.05.29
astalaveesta,callipygian,1276,1726,0-1,180+0,B01,56,2025.05.29
Lumpy,ErrareHumanumEst,1686,1761,0-1,60+0,C57,90,2025.05.29
suleim,LuckyRolls,1579,1528,1-0,180+0,A06,53,2025.05.29
Anmelus,lorenzolotto,1603,1776,0-1,180+0,A00,130,2025.05.29
samdomagala,kelseymw,1486,1404,1-0,180+0,B23,73,2025.05.29
Gendalf,gtboyyy,1708,1732,0-1,180+0,B84,64,2025.05.29
ricardotassinari,leolie,1554,1493,1-0,180+0,C28,61,2025.05.29
Maurian(FM),amatovic,2060,1796,1-0,180+0,A01,87,2025.05.29
jebakanbatman,claytondfour,1655,1623,0-1,180+0,A30,60,2025.05.29
lorenzolotto,Anmelus,1771,1608,1-0,180+0,A04,87,2025.05.29
kelseymw,samdomagala,1410,1480,0-1,180+0,C41,42,2025.05.29
Raju,Gendalf,1546,1703,0-1,240+0,B30,38,2025.05.29
gtboyyy,suleim,1744,1567,0-1,180+0,A34,26,2025.05.29
morlok,Caarreeyy,1403,1532,1-0,180+0,C21,43,2025.05.29
drumme,HunterRose,1276,1334,0-1,300+0,B01,59,2025.05.29
suleim,patc,1556,1709,1-0,180+0,B22,75,2025.05.29
meroramadan,stewarty,1906,1841,0-1,1200+0,D91,170,2025.05.29
claytondfour,jebakanbatman,1614,1664,1-0,180+0,D13,81,2025.05.29
leolie,Lumpy,1642,1679,0-1,60+0,B01,56,2025.05.29
Gendalf,FIRECAPTAIN,1700,1474,1-0,240+0,C40,67,2025.05.29
justjim,kelseymw,1405,1418,1-0,180+0,B46,121,2025.05.29
amatovic,Maurian(FM),1799,2057,0-1,180+0,A16,30,2025.05.29
KidReno,leolie,1553,1500,1-0,300+0,C24,97,2025.05.29
tollfree,samdomagala,1483,1488,1-0,300+0,D02,83,2025.05.29
igor,ytunde,1646,1641,0-1,300+0,B20,111,2025.05.29
drumme,HunterRose,1283,1327,0-1,300+0,A06,56,2025.05.29
inemuri,BEEB,1223,1128,1-0,300+0,A00,39,2025.05.29
Maurian(FM),amatovic,2054,1802,1-0,180+0,C47,83,2025.05.29
foxone,hejkal,1320,1471,0-1,120+12,A40,146,2025.05.29
Aromas,kamenozrout,2082,2181,0-1,900+0,D86,38,2025.05.29
MaestroDonoso,borodin,1739,1528,1-0,900+0,C44,63,2025.05.29
BEEB,inemuri,1134,1217,0-1,300+0,A40,114,2025.05.29
FIRECAPTAIN,Gendalf,1478,1696,0-1,240+0,C02,54,2025.05.29
DerrickH,LuigiBot,1488,1571,0-1,900+0,A43,82,2025.05.29
janok,jebakanbatman,1572,1658,0-1,180+0,A43,68,2025.05.29
SereneThought,suleim,1604,1563,1-0,300+0,B21,67,2025.05.29
arganthonius,rusalka,1497,1318,1-0,120+1,C47,69,2025.05.29
Gendalf,admnoite,1691,1542,1-0,240+0,C44,65,2025.05.29
FZi,maskarado,1835,1722,0-1,180+0,D00,66,2025.05.29
kelseymw,justjim,1427,1396,0-1,180+0,C45,80,2025.05.29
drumme,FIRECAPTAIN,1271,1490,1-0,300+0,C23,103,2025.05.29
giljohn,ShallowPurple,1773,1648,1-0,300+0,C30,85,2025.05.29
bidil,claytondfour,1612,1606,0-1,180+0,D11,40,2025.05.29
formulaonechess,Albanianmaster,1576,1641,1-0,180+0,B00,115,2025.05.29
inemuri,BEEB,1211,1140,1-0,300+0,A00,59,2025.05.29
Caarreeyy,tollfree,1525,1490,1-0,300+0,A52,47,2025.05.29
Nenegomez,AJAddison,1296,1309,0-1,300+5,A01,43,2025.05.29
ytunde,igor,1633,1654,1-0,300+0,D31,35,2025.05.29
elrukapillan,leolie,1457,1509,1-0,180+0,D03,63,2025.05.29
claytondfour,bidil,1597,1621,1-0,180+0,C10,67,2025.05.29
BEEB,inemuri,1130,1221,1-0,300+0,A40,111,2025.05.29
GalinaDoneva,KidReno,1472,1547,0-1,300+0,A07,164,2025.05.29
QJK,LiKeAsToNe,1631,1691,0-1,180+0,A00,108,2025.05.29
Gendalf,kelseymw,1688,1430,1-0,180+0,B20,55,2025.05.29
admnoite,lorenzolotto,1545,1768,0-1,180+0,A45,96,2025.05.29
arganthonius,ytunde,1475,1645,1-0,300+0,B22,89,2025.05.29
johnmar,janok,1590,1580,1-0,300+0,B27,103,2025.05.29
Albanianmaster,formulaonechess,1634,1583,1-0,180+0,A00,69,2025.05.29
morlok,justjim,1412,1387,0-1,180+0,C44,58,2025.05.29
krankenstein,McFarmer,1288,1429,0-1,180+0,A40,78,2025.05.29
tollfree,BouncedCheck,1486,1299,1-0,300+0,A40,61,2025.05.29
jebakanbatman,bidil,1651,1628,1-0,180+0,A13,83,2025.05.29
CeruleanJS,rugs,1993,1707,1-0,300+0,A21,97,2025.05.29
cyranodebergerac,yummycrepe,1653,1601,0-1,300+0,C42,30,2025.05.29
inemuri,BEEB,1231,1120,0-1,300+0,A00,112,2025.05.29
TacticianPro,formulaonechess,1499,1577,0-1,180+0,C01,44,2025.05.29
kelseymw,Gendalf,1417,1701,1-0,180+0,B32,63,2025.05.29
suleim,SereneThought,1570,1597,0-1,300+0,A06,38,2025.05.29
leolie,claytondfour,1515,1591,0-1,180+0,B01,76,2025.05.29
igor,zackb,1651,1776,1/2-1/2,300+0,B00,96,2025.05.29
justjim,mopuma,1392,1534,0-1,300+0,B34,46,2025.05.29
LiKeAsToNe,QJK,1684,1638,1-0,180+0,C00,75,2025.05.29
MaNuNu,basbar,1660,1613,1-0,180+0,B01,63,2025.05.29
borodin,MaestroDonoso,1532,1720,0-1,900+0,C55,42,2025.05.29
molina,scalaQueen,1753,2211,0-1,60+0,C44,38,2025.05.29
BEEB,inemuri,1109,1242,1-0,300+0,A40,63,2025.05.29
yummycrepe,admnoite,1594,1552,1-0,300+0,C41,59,2025.05.29
callipygian,saltygrape,1723,1478,1-0,180+0,D00,45,2025.05.29
lorenzolotto,JoeO,1779,1642,0-1,180+0,A04,46,2025.05.29
KidReno,GalinaDoneva,1557,1462,0-1,300+0,B00,116,2025.05.29
jebakanbatman,morlok,1648,1415,1-0,180+0,A30,63,2025.05.29
mopuma,justjim,1529,1397,1-0,300+0,D00,48,2025.05.29
Cloudmery,konozrout,2495,2296,1-0,900+0,C89,103,2025.05.29
inemuri,BEEB,1237,1114,1-0,300+0,A00,73,2025.05.29
SereneThought,suleim,1589,1578,1-0,300+0,B21,25,2025.05.29
BouncedCheck,arganthonius,1287,1487,1-0,300+0,A10,53,2025.05.29
bidil,molina,1643,1764,1-0,60+0,E24,63,2025.05.29
rusalka,krankenstein,1648,1605,1-0,900+0,C42,59,2025.05.29
Gendalf,kelseymw,1698,1420,1-0,180+0,B54,83,2025.05.29
JoeO,lorenzolotto,1631,1790,1-0,180+0,A01,111,2025.05.29
QJK,LiKeAsToNe,1645,1677,0-1,180+0,A00,68,2025.05.29
kamenozrout,rugs,1976,1694,0-1,300+0,B07,36,2025.05.29
saltygrape,callipygian,1481,1720,0-1,180+0,B00,116,2025.05.29
BEEB,inemuri,1120,1231,0-1,300+0,A40,50,2025.05.29
basbar,MaNuNu,1604,1669,1-0,180+0,B06,89,2025.05.29
Ghastly,morlok,1476,1422,1-0,180+0,A85,21,2025.05.29
LiKeAsToNe,QJK,1686,1636,0-1,180+0,C00,110,2025.05.29
suleim,SereneThought,1569,1598,1-0,300+0,A06,35,2025.05.29
inemuri,BEEB,1242,1109,0-1,300+0,A00,116,2025.05.29
justjim,Ghastly,1403,1470,0-1,180+0,B34,66,2025.05.29
callipygian,saltygrape,1717,1484,1-0,180+0,D00,61,2025.05.29
molina,FZi,1910,1841,1-0,180+0,D15,113,2025.05.29
kelseymw,Gendalf,1423,1695,0-1,180+0,C01,58,2025.05.29
GalinaDoneva,KidReno,1468,1551,0-1,300+0,A01,92,2025.05.29
BEEB,inemuri,1114,1237,0-1,300+0,A40,88,2025.05.29
richardhead,CeruleanJS,1889,1987,0-1,300+0,B12,86,2025.05.29
IjonTichy,ErrareHumanumEst,1552,1757,0-1,60+0,D32,60,2025.05.29
lorenzolotto,JoeO,1802,1619,0-1,180+0,A40,92,2025.05.29
yummycrepe,BouncedCheck,1592,1289,1-0,300+0,B20,63,2025.05.29
surrealmadrid,arganthonius,1662,1803,0-1,900+0,B01,60,2025.05.29
Caarreeyy,jpwills,1530,1692,0-1,120+12,D43,128,2025.05.29
Ghastly,justjim,1463,1410,1-0,180+0,D82,77,2025.05.29
